batch_id,drug_name,region,facility_type,manufacture_date,expiry_date,shelf_life_months,arrival_date,days_to_expiry_on_arrival,initial_quantity,avg_daily_consumption,demand_forecast_30d,season_on_arrival,disease_season_flag,quantity_remaining_30d_before_expiry,quantity_wasted,expired_unused,redistribution_done,redistribution_region
BATCH_TN_2023_9065,Amlodipine,Coimbatore,Pharmacy,2023-12-10,2026-11-24,36,2024-02-09,1019,1908,2.28,68,Winter,0,0,0,0,0,
BATCH_TN_2023_9066,Insulin,Kanchipuram,Pharmacy,2023-02-11,2024-02-06,12,2023-05-02,280,645,2.46,73,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2024_9067,Amlodipine,Trichy,Primary Health Centre,2024-02-13,2027-01-28,36,2024-04-24,1009,351,0.5,15,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2024_9068,Salbutamol,Thoothukudi,Government Hospital,2024-06-10,2026-05-31,24,2024-07-20,680,7714,9.46,283,Southwest Monsoon,0,844,268,0,0,
BATCH_TN_2023_9069,Ondansetron,Chennai,Primary Health Centre,2023-02-17,2025-02-06,24,2023-04-11,667,214,0.5,15,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2024_9070,Omeprazole,Salem,Pharmacy,2024-09-16,2026-09-06,24,2024-11-30,645,475,0.83,25,Northeast Monsoon,0,0,0,0,0,
BATCH_TN_2024_9071,Paracetamol,Madurai,Primary Health Centre,2024-06-07,2027-05-23,36,2024-08-28,998,599,0.5,15,Southwest Monsoon,0,92,0,0,1,Trichy
BATCH_TN_2024_9072,Metformin,Trichy,Primary Health Centre,2024-07-06,2027-06-21,36,2024-07-31,1055,167,0.5,15,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2023_9073,Salbutamol,Chennai,Primary Health Centre,2023-01-05,2024-12-25,24,2023-03-05,661,700,0.81,24,Pre-monsoon,0,190,51,0,0,
BATCH_TN_2024_9074,Chloroquine,Coimbatore,Private Hospital,2024-06-13,2029-05-18,60,2024-07-22,1761,710,0.5,15,Southwest Monsoon,1,0,0,0,0,
BATCH_TN_2023_9075,Chloroquine,Trichy,Primary Health Centre,2023-04-08,2028-03-12,60,2023-07-02,1715,253,0.5,15,Southwest Monsoon,1,0,0,0,0,
BATCH_TN_2023_9076,Omeprazole,Coimbatore,Pharmacy,2023-04-15,2025-04-04,24,2023-05-31,674,1542,1.62,48,Pre-monsoon,1,493,18,0,1,Thoothukudi
BATCH_TN_2023_9077,Ondansetron,Trichy,Private Hospital,2023-03-25,2025-03-14,24,2023-06-19,634,1224,2.42,72,Southwest Monsoon,1,0,0,0,0,
BATCH_TN_2024_9078,Chloroquine,Trichy,Primary Health Centre,2024-01-27,2028-12-31,60,2024-04-01,1735,628,0.5,15,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2023_9079,Amlodipine,Vellore,Private Hospital,2023-03-09,2026-02-21,36,2023-05-19,1009,3771,3.76,112,Pre-monsoon,0,635,9,0,1,Thoothukudi
BATCH_TN_2024_9080,Insulin,Chennai,Primary Health Centre,2024-06-19,2025-06-14,12,2024-08-26,292,611,2.74,82,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2023_9081,Salbutamol,Thoothukudi,Primary Health Centre,2023-07-06,2025-06-25,24,2023-08-15,680,154,0.5,15,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2024_9082,Paracetamol,Vellore,Pharmacy,2024-07-26,2027-07-11,36,2024-10-11,1003,1030,0.63,18,Northeast Monsoon,1,449,23,0,1,Madurai
BATCH_TN_2023_9083,Artemether,Tirunelveli,Primary Health Centre,2023-08-08,2025-07-28,24,2023-09-25,672,320,0.5,15,Southwest Monsoon,1,0,0,0,0,
BATCH_TN_2024_9084,Amlodipine,Trichy,Government Hospital,2024-09-10,2027-08-26,36,2024-10-10,1050,5815,4.52,135,Northeast Monsoon,0,1144,218,0,0,
BATCH_TN_2023_9085,Ondansetron,Coimbatore,Government Hospital,2023-03-13,2025-03-02,24,2023-05-08,664,2887,4.78,143,Pre-monsoon,1,0,0,0,0,
BATCH_TN_2023_9086,Salbutamol,Madurai,Primary Health Centre,2023-05-18,2025-05-07,24,2023-07-05,672,241,0.5,15,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2024_9087,Ciprofloxacin,Vellore,Private Hospital,2024-01-29,2026-01-18,24,2024-04-15,643,646,1.14,34,Pre-monsoon,0,47,6,0,0,
BATCH_TN_2023_9088,Metformin,Erode,Pharmacy,2023-05-23,2026-05-07,36,2023-08-02,1009,449,0.5,15,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2023_9089,Ondansetron,Thoothukudi,Primary Health Centre,2023-10-14,2025-10-03,24,2023-12-07,666,180,0.5,15,Northeast Monsoon,0,0,0,0,0,
BATCH_TN_2023_9090,Insulin,Madurai,Pharmacy,2023-12-04,2024-11-28,12,2024-02-27,275,1758,6.41,192,Winter,0,196,36,0,0,
BATCH_TN_2024_9091,Chloroquine,Chennai,Pharmacy,2024-06-12,2029-05-17,60,2024-07-17,1765,960,0.5,15,Southwest Monsoon,1,3,0,0,0,
BATCH_TN_2024_9092,Amoxicillin,Coimbatore,Primary Health Centre,2024-01-30,2026-01-19,24,2024-03-28,662,710,0.85,25,Pre-monsoon,0,250,68,0,0,
BATCH_TN_2024_9093,Amlodipine,Madurai,Private Hospital,2024-10-09,2027-09-24,36,2025-01-06,991,1111,0.84,25,Winter,0,180,11,0,1,Chennai
BATCH_TN_2023_9094,Artemether,Vellore,Government Hospital,2023-06-14,2025-06-03,24,2023-06-30,704,6203,7.39,221,Southwest Monsoon,1,1958,395,0,0,
BATCH_TN_2023_9095,Ciprofloxacin,Trichy,Primary Health Centre,2023-09-17,2025-09-06,24,2023-12-12,634,435,0.87,25,Northeast Monsoon,1,0,0,0,0,
BATCH_TN_2024_9096,Metformin,Coimbatore,Government Hospital,2024-06-23,2027-06-08,36,2024-07-08,1065,6778,8.77,263,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2024_9097,Amoxicillin,Madurai,Pharmacy,2024-05-13,2026-05-03,24,2024-06-22,680,583,0.61,18,Southwest Monsoon,0,170,18,0,1,Tirunelveli
BATCH_TN_2024_9098,Ondansetron,Kanchipuram,Private Hospital,2024-10-06,2026-09-26,24,2024-11-21,674,700,1.09,32,Northeast Monsoon,0,0,0,0,0,
BATCH_TN_2023_9099,Amlodipine,Tirunelveli,Pharmacy,2023-03-20,2026-03-04,36,2023-06-03,1005,738,0.65,19,Southwest Monsoon,0,70,12,0,0,
BATCH_TN_2023_9100,Ciprofloxacin,Salem,Private Hospital,2023-01-06,2024-12-26,24,2023-03-20,647,2530,5.01,150,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2023_9101,Paracetamol,Madurai,Primary Health Centre,2023-05-26,2026-05-10,36,2023-08-19,995,359,0.5,15,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2024_9102,Artemether,Madurai,Government Hospital,2024-10-25,2026-10-15,24,2024-11-15,699,7061,9.45,283,Northeast Monsoon,0,0,0,0,0,
BATCH_TN_2024_9103,Metformin,Kanchipuram,Private Hospital,2024-03-09,2027-02-22,36,2024-03-24,1065,526,0.5,15,Pre-monsoon,0,74,8,0,0,
BATCH_TN_2023_9104,Omeprazole,Salem,Private Hospital,2023-07-29,2025-07-18,24,2023-10-20,637,719,0.85,25,Northeast Monsoon,0,258,2,0,1,Trichy
BATCH_TN_2024_9105,Ciprofloxacin,Chennai,Private Hospital,2024-05-07,2026-04-27,24,2024-08-01,634,2695,2.76,82,Southwest Monsoon,0,1095,114,0,1,Salem
BATCH_TN_2024_9106,Omeprazole,Coimbatore,Primary Health Centre,2024-08-26,2026-08-16,24,2024-09-16,699,436,0.79,23,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2024_9107,Ciprofloxacin,Chennai,Primary Health Centre,2024-08-03,2026-07-24,24,2024-10-23,639,601,1.08,32,Northeast Monsoon,1,0,0,0,0,
BATCH_TN_2024_9108,Omeprazole,Kanchipuram,Private Hospital,2024-10-03,2026-09-23,24,2024-12-19,643,3909,4.52,135,Northeast Monsoon,0,1214,40,0,1,Thoothukudi
BATCH_TN_2024_9109,Amoxicillin,Madurai,Private Hospital,2024-02-23,2026-02-12,24,2024-04-24,659,3130,3.19,95,Pre-monsoon,0,1044,334,0,0,
BATCH_TN_2023_9110,Ondansetron,Vellore,Pharmacy,2023-12-16,2025-12-05,24,2024-03-03,642,1255,0.85,25,Pre-monsoon,0,719,48,0,1,Tirunelveli
BATCH_TN_2023_9111,Amlodipine,Salem,Primary Health Centre,2023-08-10,2026-07-25,36,2023-10-15,1014,339,0.5,15,Northeast Monsoon,0,0,0,0,0,
BATCH_TN_2024_9112,Amlodipine,Trichy,Pharmacy,2024-01-24,2027-01-08,36,2024-03-12,1032,274,0.5,15,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2023_9113,Ciprofloxacin,Kanchipuram,Pharmacy,2023-07-04,2025-06-23,24,2023-08-28,665,1728,3.05,91,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2024_9114,Metformin,Madurai,Government Hospital,2024-02-14,2027-01-29,36,2024-03-27,1038,4824,5.96,178,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2023_9115,Ondansetron,Tirunelveli,Private Hospital,2023-01-15,2025-01-04,24,2023-03-13,663,2537,4.88,146,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2023_9116,Ciprofloxacin,Chennai,Private Hospital,2023-08-11,2025-07-31,24,2023-09-18,682,3496,6.87,206,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2024_9117,Salbutamol,Vellore,Private Hospital,2024-05-14,2026-05-04,24,2024-06-02,701,937,1.84,55,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2023_9118,Ondansetron,Vellore,Private Hospital,2023-09-12,2025-09-01,24,2023-10-05,697,3786,6.0,179,Northeast Monsoon,0,244,29,0,0,
BATCH_TN_2024_9119,Amlodipine,Tirunelveli,Pharmacy,2024-08-11,2027-07-27,36,2024-10-13,1017,1528,1.83,55,Northeast Monsoon,0,0,0,0,0,
BATCH_TN_2023_9120,Amlodipine,Thoothukudi,Private Hospital,2023-04-18,2026-04-02,36,2023-06-25,1012,3284,2.18,65,Southwest Monsoon,0,1189,247,0,0,
BATCH_TN_2024_9121,Artemether,Chennai,Primary Health Centre,2024-11-20,2026-11-10,24,2025-02-12,636,383,0.79,23,Winter,0,0,0,0,0,
BATCH_TN_2024_9122,Omeprazole,Erode,Pharmacy,2024-01-26,2026-01-15,24,2024-04-20,635,832,1.18,35,Pre-monsoon,0,199,9,0,1,Trichy
BATCH_TN_2024_9123,Amlodipine,Vellore,Government Hospital,2024-07-14,2027-06-29,36,2024-08-02,1061,5956,4.75,142,Southwest Monsoon,0,564,89,0,0,
BATCH_TN_2024_9124,Ondansetron,Coimbatore,Primary Health Centre,2024-11-24,2026-11-14,24,2025-01-20,663,563,0.79,23,Winter,0,27,4,0,0,
BATCH_TN_2023_9125,Salbutamol,Kanchipuram,Private Hospital,2023-09-10,2025-08-30,24,2023-11-09,660,3384,5.6,168,Northeast Monsoon,0,0,0,0,0,
BATCH_TN_2024_9126,Amoxicillin,Madurai,Government Hospital,2024-02-20,2026-02-09,24,2024-04-28,652,2569,4.05,121,Pre-monsoon,0,82,13,0,0,
BATCH_TN_2024_9127,Chloroquine,Trichy,Government Hospital,2024-01-10,2028-12-14,60,2024-02-07,1772,4280,0.99,29,Winter,0,2690,1139,0,0,
BATCH_TN_2023_9128,Amlodipine,Salem,Primary Health Centre,2023-08-09,2026-07-24,36,2023-09-17,1041,788,0.5,15,Southwest Monsoon,0,314,107,0,0,
BATCH_TN_2024_9129,Paracetamol,Coimbatore,Primary Health Centre,2024-06-11,2027-05-27,36,2024-09-07,992,503,0.5,15,Southwest Monsoon,0,64,8,0,0,
BATCH_TN_2023_9130,Ibuprofen,Madurai,Pharmacy,2023-09-16,2026-08-31,36,2023-11-17,1018,1736,1.91,57,Northeast Monsoon,0,0,0,0,0,
BATCH_TN_2024_9131,Insulin,Vellore,Private Hospital,2024-02-15,2025-02-09,12,2024-03-20,326,3836,12.16,364,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2023_9132,Chloroquine,Coimbatore,Government Hospital,2023-06-26,2028-05-30,60,2023-09-09,1725,4245,0.87,26,Southwest Monsoon,1,2642,158,0,1,Madurai
BATCH_TN_2024_9133,Ciprofloxacin,Tirunelveli,Private Hospital,2024-08-20,2026-08-10,24,2024-11-17,631,1297,0.93,28,Northeast Monsoon,1,753,91,0,1,Vellore
BATCH_TN_2024_9134,Ibuprofen,Chennai,Primary Health Centre,2024-01-31,2027-01-15,36,2024-04-15,1005,204,0.5,15,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2023_9135,Ciprofloxacin,Madurai,Primary Health Centre,2023-11-19,2025-11-08,24,2023-12-10,699,778,0.84,25,Northeast Monsoon,1,253,6,0,1,Vellore
BATCH_TN_2023_9136,Salbutamol,Erode,Pharmacy,2023-07-26,2025-07-15,24,2023-09-20,664,938,0.91,27,Southwest Monsoon,0,397,176,0,0,
BATCH_TN_2024_9137,Chloroquine,Thoothukudi,Pharmacy,2024-08-18,2029-07-23,60,2024-10-31,1726,1752,0.62,18,Northeast Monsoon,0,758,60,0,1,Madurai
BATCH_TN_2024_9138,Omeprazole,Erode,Government Hospital,2024-03-24,2026-03-14,24,2024-05-28,655,6597,12.37,371,Pre-monsoon,1,0,0,0,0,
BATCH_TN_2023_9139,Amoxicillin,Salem,Government Hospital,2023-10-19,2025-10-08,24,2023-11-16,692,5779,11.52,345,Northeast Monsoon,0,0,0,0,0,
BATCH_TN_2023_9140,Paracetamol,Salem,Private Hospital,2023-07-21,2026-07-05,36,2023-08-31,1039,1263,0.5,15,Southwest Monsoon,0,833,349,0,0,
BATCH_TN_2023_9141,Ciprofloxacin,Thoothukudi,Pharmacy,2023-01-05,2024-12-25,24,2023-03-23,643,1879,2.9,87,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2023_9142,Amlodipine,Thoothukudi,Private Hospital,2023-11-25,2026-11-09,36,2024-01-21,1023,979,0.89,26,Winter,0,158,3,0,1,Kanchipuram
BATCH_TN_2023_9143,Artemether,Thoothukudi,Primary Health Centre,2023-05-18,2025-05-07,24,2023-07-21,656,484,0.75,22,Southwest Monsoon,1,54,9,0,0,
BATCH_TN_2024_9144,Metformin,Kanchipuram,Government Hospital,2024-11-17,2027-11-02,36,2024-12-25,1042,6191,5.22,156,Northeast Monsoon,0,408,68,0,0,
BATCH_TN_2023_9145,Amoxicillin,Chennai,Pharmacy,2023-11-29,2025-11-18,24,2024-01-07,681,1686,0.89,26,Winter,1,1032,553,0,0,
BATCH_TN_2023_9146,Ciprofloxacin,Vellore,Private Hospital,2023-07-04,2025-06-23,24,2023-09-17,645,2625,5.06,151,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2024_9147,Paracetamol,Erode,Primary Health Centre,2024-12-20,2027-12-05,36,2025-02-04,1034,642,0.59,17,Winter,1,58,7,0,0,
BATCH_TN_2023_9148,Ibuprofen,Thoothukudi,Private Hospital,2023-11-29,2026-11-13,36,2024-01-26,1022,3288,3.05,91,Winter,0,93,12,0,0,
BATCH_TN_2023_9149,Artemether,Coimbatore,Government Hospital,2023-06-08,2025-05-28,24,2023-07-13,685,1281,0.77,23,Southwest Monsoon,1,851,428,0,0,
BATCH_TN_2024_9150,Salbutamol,Coimbatore,Primary Health Centre,2024-09-13,2026-09-03,24,2024-10-18,685,705,0.5,15,Northeast Monsoon,0,345,187,0,0,
BATCH_TN_2023_9151,Insulin,Erode,Primary Health Centre,2023-09-18,2024-09-12,12,2023-10-16,332,522,0.65,19,Northeast Monsoon,1,300,1,0,1,Vellore
BATCH_TN_2024_9152,Insulin,Kanchipuram,Pharmacy,2024-07-07,2025-07-02,12,2024-10-02,273,1051,2.52,75,Northeast Monsoon,1,488,196,0,0,
BATCH_TN_2024_9153,Insulin,Salem,Government Hospital,2024-01-26,2025-01-20,12,2024-03-12,314,3343,3.27,98,Pre-monsoon,0,2347,1499,0,0,
BATCH_TN_2024_9154,Chloroquine,Trichy,Pharmacy,2024-12-20,2029-11-24,60,2025-02-27,1731,905,0.52,15,Winter,0,0,0,0,0,
BATCH_TN_2023_9155,Omeprazole,Coimbatore,Primary Health Centre,2023-12-12,2025-12-01,24,2024-03-04,637,650,0.9,27,Pre-monsoon,0,103,21,0,0,
BATCH_TN_2023_9156,Metformin,Madurai,Pharmacy,2023-04-28,2026-04-12,36,2023-06-18,1029,1367,0.82,24,Southwest Monsoon,0,478,212,0,0,
BATCH_TN_2024_9157,Insulin,Vellore,Primary Health Centre,2024-04-06,2025-04-01,12,2024-05-30,306,265,0.9,26,Pre-monsoon,0,42,9,0,0,
BATCH_TN_2023_9158,Amoxicillin,Salem,Primary Health Centre,2023-11-29,2025-11-18,24,2024-01-28,660,685,1.24,37,Winter,1,0,0,0,0,
BATCH_TN_2023_9159,Amoxicillin,Trichy,Pharmacy,2023-05-01,2025-04-20,24,2023-06-27,663,1589,2.21,66,Southwest Monsoon,0,182,36,0,0,
BATCH_TN_2024_9160,Amoxicillin,Trichy,Pharmacy,2024-06-21,2026-06-11,24,2024-07-20,691,933,1.44,43,Southwest Monsoon,0,48,6,0,0,
BATCH_TN_2024_9161,Metformin,Erode,Primary Health Centre,2024-03-31,2027-03-16,36,2024-05-01,1049,358,0.5,15,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2023_9162,Ondansetron,Kanchipuram,Pharmacy,2023-02-06,2025-01-26,24,2023-04-26,641,228,0.5,15,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2024_9163,Artemether,Coimbatore,Government Hospital,2024-06-18,2026-06-08,24,2024-08-10,667,6074,9.79,293,Southwest Monsoon,1,0,0,0,0,
BATCH_TN_2024_9164,Insulin,Kanchipuram,Private Hospital,2024-12-08,2025-12-03,12,2025-02-18,288,3258,3.74,112,Winter,0,2260,1248,0,0,
BATCH_TN_2023_9165,Metformin,Chennai,Primary Health Centre,2023-06-27,2026-06-11,36,2023-09-06,1009,731,1.01,30,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2023_9166,Paracetamol,Erode,Primary Health Centre,2023-07-17,2026-07-01,36,2023-09-24,1011,603,0.5,15,Southwest Monsoon,0,52,12,0,0,
BATCH_TN_2024_9167,Artemether,Vellore,Government Hospital,2024-04-04,2026-03-25,24,2024-05-03,691,1538,1.81,54,Pre-monsoon,0,504,3,0,1,Tirunelveli
BATCH_TN_2024_9168,Salbutamol,Erode,Primary Health Centre,2024-09-03,2026-08-24,24,2024-11-02,660,178,0.5,15,Northeast Monsoon,0,0,0,0,0,
BATCH_TN_2024_9169,Metformin,Tirunelveli,Primary Health Centre,2024-09-23,2027-09-08,36,2024-10-16,1057,257,0.5,15,Northeast Monsoon,1,0,0,0,0,
BATCH_TN_2023_9170,Omeprazole,Madurai,Government Hospital,2023-04-14,2025-04-03,24,2023-05-23,681,6677,11.35,340,Pre-monsoon,1,0,0,0,0,
BATCH_TN_2024_9171,Ondansetron,Coimbatore,Private Hospital,2024-04-03,2026-03-24,24,2024-05-18,675,3938,5.62,168,Pre-monsoon,1,362,63,0,0,
BATCH_TN_2023_9172,Ibuprofen,Tirunelveli,Pharmacy,2023-09-23,2026-09-07,36,2023-12-04,1008,573,0.79,23,Northeast Monsoon,0,0,0,0,0,
BATCH_TN_2023_9173,Amoxicillin,Tirunelveli,Primary Health Centre,2023-03-27,2025-03-16,24,2023-05-30,656,278,0.5,15,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2024_9174,Chloroquine,Erode,Private Hospital,2024-07-10,2029-06-14,60,2024-09-04,1744,697,0.5,15,Southwest Monsoon,1,0,0,0,0,
BATCH_TN_2023_9175,Paracetamol,Vellore,Primary Health Centre,2023-08-01,2026-07-16,36,2023-10-11,1009,766,0.5,15,Northeast Monsoon,1,217,55,0,0,
BATCH_TN_2023_9176,Ibuprofen,Erode,Primary Health Centre,2023-03-13,2026-02-25,36,2023-05-18,1014,618,0.5,15,Pre-monsoon,0,153,3,0,1,Chennai
BATCH_TN_2023_9177,Ondansetron,Madurai,Government Hospital,2023-11-10,2025-10-30,24,2024-01-09,660,6204,10.03,300,Winter,0,365,51,0,0,
BATCH_TN_2024_9178,Paracetamol,Salem,Private Hospital,2024-06-08,2027-05-24,36,2024-08-12,1015,2157,0.69,20,Southwest Monsoon,0,1561,766,0,0,
BATCH_TN_2024_9179,Artemether,Coimbatore,Pharmacy,2024-09-14,2026-09-04,24,2024-10-19,685,1926,1.97,59,Northeast Monsoon,0,587,213,0,0,
BATCH_TN_2023_9180,Artemether,Vellore,Primary Health Centre,2023-12-27,2025-12-16,24,2024-02-24,661,150,0.5,15,Winter,0,0,0,0,0,
BATCH_TN_2023_9181,Amoxicillin,Thoothukudi,Pharmacy,2023-08-09,2025-07-29,24,2023-10-10,658,726,0.5,15,Northeast Monsoon,0,396,51,0,1,Trichy
BATCH_TN_2023_9182,Metformin,Salem,Pharmacy,2023-04-15,2026-03-30,36,2023-06-19,1015,674,0.57,17,Southwest Monsoon,0,112,19,0,0,
BATCH_TN_2024_9183,Ciprofloxacin,Vellore,Primary Health Centre,2024-06-11,2026-06-01,24,2024-07-20,681,436,0.5,15,Southwest Monsoon,0,82,22,0,0,
BATCH_TN_2024_9184,Amlodipine,Madurai,Government Hospital,2024-04-10,2027-03-26,36,2024-05-17,1043,4922,2.47,74,Pre-monsoon,0,2083,675,0,0,
BATCH_TN_2024_9185,Ondansetron,Trichy,Government Hospital,2024-02-18,2026-02-07,24,2024-03-31,678,3428,5.08,152,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2023_9186,Amoxicillin,Trichy,Primary Health Centre,2023-04-08,2025-03-28,24,2023-05-05,693,135,0.5,15,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2023_9187,Omeprazole,Tirunelveli,Government Hospital,2023-09-27,2025-09-16,24,2023-11-17,669,1686,3.32,99,Northeast Monsoon,0,0,0,0,0,
BATCH_TN_2024_9188,Paracetamol,Salem,Pharmacy,2024-08-20,2027-08-05,36,2024-10-18,1021,1851,1.52,45,Northeast Monsoon,1,401,86,0,0,
BATCH_TN_2024_9189,Ondansetron,Erode,Primary Health Centre,2024-06-18,2026-06-08,24,2024-08-28,649,667,1.17,35,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2023_9190,Amoxicillin,Thoothukudi,Government Hospital,2023-01-04,2024-12-24,24,2023-02-14,679,5526,11.06,331,Winter,1,0,0,0,0,
BATCH_TN_2023_9191,Omeprazole,Kanchipuram,Government Hospital,2023-07-06,2025-06-25,24,2023-09-21,643,5436,11.45,343,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2024_9192,Omeprazole,Madurai,Private Hospital,2024-08-22,2026-08-12,24,2024-10-24,657,3085,5.82,174,Northeast Monsoon,0,0,0,0,0,
BATCH_TN_2024_9193,Omeprazole,Madurai,Private Hospital,2024-10-03,2026-09-23,24,2024-12-05,657,1360,0.82,24,Northeast Monsoon,0,891,454,0,0,
BATCH_TN_2024_9194,Ibuprofen,Vellore,Pharmacy,2024-01-17,2027-01-01,36,2024-03-24,1013,1296,1.67,50,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2024_9195,Ibuprofen,Erode,Private Hospital,2024-01-02,2026-12-17,36,2024-03-02,1020,3540,3.32,99,Pre-monsoon,0,457,52,0,0,
BATCH_TN_2024_9196,Ciprofloxacin,Thoothukudi,Primary Health Centre,2024-03-03,2026-02-21,24,2024-05-08,654,752,0.91,27,Pre-monsoon,1,213,65,0,0,
BATCH_TN_2023_9197,Insulin,Thoothukudi,Pharmacy,2023-05-28,2024-05-22,12,2023-06-12,345,1924,5.94,178,Southwest Monsoon,0,272,47,0,0,
BATCH_TN_2024_9198,Ibuprofen,Salem,Private Hospital,2024-01-07,2026-12-22,36,2024-03-16,1011,757,0.89,26,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2024_9199,Paracetamol,Erode,Government Hospital,2024-05-18,2027-05-03,36,2024-08-13,993,3040,1.57,47,Southwest Monsoon,0,1571,7,0,1,Vellore
BATCH_TN_2023_9200,Metformin,Kanchipuram,Pharmacy,2023-01-10,2025-12-25,36,2023-03-24,1007,1413,1.1,33,Pre-monsoon,0,358,105,0,0,
BATCH_TN_2023_9201,Amoxicillin,Madurai,Private Hospital,2023-07-01,2025-06-20,24,2023-08-25,665,836,1.55,46,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2023_9202,Paracetamol,Thoothukudi,Private Hospital,2023-08-03,2026-07-18,36,2023-09-19,1033,919,1.12,33,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2024_9203,Artemether,Coimbatore,Government Hospital,2024-04-08,2026-03-29,24,2024-06-01,666,2564,5.28,158,Southwest Monsoon,1,0,0,0,0,
BATCH_TN_2024_9204,Salbutamol,Trichy,Government Hospital,2024-03-05,2026-02-23,24,2024-04-23,671,2222,3.79,113,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2023_9205,Omeprazole,Chennai,Pharmacy,2023-10-13,2025-10-02,24,2023-10-28,705,1231,0.95,28,Northeast Monsoon,0,654,282,0,0,
BATCH_TN_2023_9206,Amlodipine,Chennai,Pharmacy,2023-04-07,2026-03-22,36,2023-05-13,1044,305,0.5,15,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2024_9207,Ondansetron,Coimbatore,Pharmacy,2024-01-07,2025-12-27,24,2024-02-01,695,202,0.5,15,Winter,0,0,0,0,0,
BATCH_TN_2023_9208,Ondansetron,Vellore,Government Hospital,2023-08-16,2025-08-05,24,2023-11-09,635,1879,1.06,31,Northeast Monsoon,0,1282,3,0,1,Coimbatore
BATCH_TN_2023_9209,Metformin,Tirunelveli,Private Hospital,2023-05-07,2026-04-21,36,2023-07-22,1004,516,0.7,20,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2023_9210,Omeprazole,Thoothukudi,Pharmacy,2023-04-22,2025-04-11,24,2023-07-08,643,1009,1.61,48,Southwest Monsoon,0,145,18,0,0,
BATCH_TN_2023_9211,Insulin,Chennai,Private Hospital,2023-05-21,2024-05-15,12,2023-08-14,275,529,1.36,40,Southwest Monsoon,0,210,6,0,1,Salem
BATCH_TN_2023_9212,Insulin,Kanchipuram,Government Hospital,2023-03-04,2024-02-27,12,2023-05-26,277,3913,16.26,487,Pre-monsoon,0,430,80,0,0,
BATCH_TN_2024_9213,Ciprofloxacin,Madurai,Primary Health Centre,2024-06-22,2026-06-12,24,2024-07-19,693,652,1.06,31,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2024_9214,Artemether,Erode,Pharmacy,2024-09-02,2026-08-23,24,2024-11-30,631,510,0.5,15,Northeast Monsoon,0,196,71,0,0,
BATCH_TN_2024_9215,Ciprofloxacin,Coimbatore,Pharmacy,2024-03-22,2026-03-12,24,2024-04-21,690,1769,2.33,69,Pre-monsoon,0,206,62,0,0,
BATCH_TN_2024_9216,Metformin,Thoothukudi,Government Hospital,2024-02-05,2027-01-20,36,2024-03-20,1036,3161,1.9,57,Pre-monsoon,0,1009,39,0,1,Chennai
BATCH_TN_2023_9217,Amlodipine,Erode,Pharmacy,2023-04-16,2026-03-31,36,2023-05-29,1037,982,0.75,22,Pre-monsoon,0,146,31,0,0,
BATCH_TN_2024_9218,Artemether,Salem,Government Hospital,2024-07-21,2026-07-11,24,2024-10-05,644,3538,6.52,195,Northeast Monsoon,0,30,4,0,0,
BATCH_TN_2023_9219,Artemether,Tirunelveli,Primary Health Centre,2023-04-23,2025-04-12,24,2023-07-04,648,439,0.5,15,Southwest Monsoon,1,90,3,0,1,Madurai
